reference	query	C	I_local	I_global
AM399081.1	AM399081.1	1.0	1.0	1.0
AM399081.1	AM399082.1	0.18847475548506476	0.9523141654978962	0.17948717948717946
AM399081.1	AS0200_contig00035_len2967_rep13.7	0.24031007751937986	0.9523141654978962	0.22885069093360297
AM399081.1	AS0290_contig00021_len3658_rep13.4	0.28430836522689995	0.885576923076923	0.2517769272826681
AM399081.1	AS0295_contig00054_len2327_rep13.4	0.31138287864534336	0.9501510574018127	0.2958607714016933
AM399081.1	AS0299_contig00058_len2848_rep13.7	0.2503511235955056	0.9523141654978962	0.23841292134831457
AM399081.1	AS0303_contig00024_len3187_rep13.7	0.22372136805773454	0.9523141654978962	0.21305302792594916
AM399081.1	AS0305_contig00043_len5110_rep13.4	0.1395303326810176	0.9523141654978962	0.1328767123287671
AM399081.1	AS0311_contig00021_len2683_rep21.19	0.995527394707417	0.9719206289779109	0.9675736116287736
AM399081.1	AS0366_contig00024_len2848_rep13.7	0.2503511235955056	0.9523141654978962	0.23841292134831457
AM399081.1	AS0549_contig00069_len2848_rep13.7	0.2893258426966292	0.9563106796116505	0.27668539325842695
AM399081.1	AS0554_contig00076_len2848_rep13.7	0.2893258426966292	0.9563106796116505	0.27668539325842695
AM399081.1	AS0569_contig00012_len2471_rep13.4	0.292594091460947	0.9474412171507607	0.2772157021448806
AM399081.1	AS0602_contig00019_len3658_rep13.4	0.28430836522689995	0.885576923076923	0.2517769272826681
AM399081.1	AS0750_contig00016_len2848_rep13.7	0.2503511235955056	0.9523141654978962	0.23841292134831457
AM399081.1	AS0913_contig00052_len2748_rep13.7	0.25946142649199416	0.9523141654978962	0.24708879184861715
AM399081.1	AS1261_contig00011_len2730_rep21.19	0.984981684981685	0.9918185198958721	0.976923076923077
AM399081.1	AS1274_contig00053_len2126_rep13.4	0.31138287864534336	0.9501510574018127	0.2958607714016933
AM399081.1	AS1297_contig00018_len2848_rep13.7	0.2503511235955056	0.9523141654978962	0.23841292134831457
AM399081.1	AS1300_contig00031_len2848_rep13.7	0.2893258426966292	0.9563106796116505	0.27668539325842695
AM399081.1	AS1309_contig00014_len2783_rep13.4	0.2727272727272727	0.9552042160737813	0.26051024074739487
AM399081.1	AS1310_contig00047_len3896_rep13.4	0.1830082135523614	0.9523141654978962	0.17428131416837783
AM399081.1	AS1311_contig00044_len4645_rep13.4	0.1534983853606028	0.9523141654978962	0.14617868675995696
AM399081.1	AS1352_contig00055_len2382_rep13.7	0.29932829554995805	0.9523141654978962	0.2850545759865659
AM399082.1	AM399081.1	0.2736356648731745	0.952247191011236	0.2605687932359723
AM399082.1	AM399082.1	1.0	1.0	1.0
AM399082.1	AS0200_contig00035_len2967_rep13.7	0.9255139871924503	0.996314819689392	0.9221033012696563
AM399082.1	AS0290_contig00021_len3658_rep13.4	0.6194641880809185	0.9320388349514563	0.5773646801530892
AM399082.1	AS0295_contig00054_len2327_rep13.4	1.0	0.9694261523988711	0.9694261523988711
AM399082.1	AS0299_contig00058_len2848_rep13.7	1.0	0.9964111766213791	0.9964111766213791
AM399082.1	AS0303_contig00024_len3187_rep13.7	0.7050517728271102	0.9881818181818182	0.696719342784608
AM399082.1	AS0305_contig00043_len5110_rep13.4	0.5814090019569471	0.9798707753479126	0.5697056895418098
AM399082.1	AS0311_contig00021_len2683_rep21.19	0.2653745806932538	0.9508426966292135	0.2523294819232203
AM399082.1	AS0366_contig00024_len2848_rep13.7	1.0	0.9964111766213791	0.9964111766213791
AM399082.1	AS0549_contig00069_len2848_rep13.7	1.0	0.9960617994547107	0.9960617994547107
AM399082.1	AS0554_contig00076_len2848_rep13.7	1.0	0.9960617994547107	0.9960617994547107
AM399082.1	AS0569_contig00012_len2471_rep13.4	0.7418049372723594	0.9301691216584833	0.6900040469445569
AM399082.1	AS0602_contig00019_len3658_rep13.4	0.6194641880809185	0.9320388349514563	0.5773646801530892
AM399082.1	AS0750_contig00016_len2848_rep13.7	1.0	0.9964111766213791	0.9964111766213791
AM399082.1	AS0913_contig00052_len2748_rep13.7	0.8176855895196506	0.9875757575757576	0.8075264655286489
AM399082.1	AS1261_contig00011_len2730_rep21.19	0.2608058608058608	0.9508426966292135	0.24798534798534802
AM399082.1	AS1274_contig00053_len2126_rep13.4	1.0	0.9694261523988711	0.9694261523988711
AM399082.1	AS1297_contig00018_len2848_rep13.7	1.0	0.9964111766213791	0.9964111766213791
AM399082.1	AS1300_contig00031_len2848_rep13.7	1.0	0.9985955056179775	0.9985955056179775
AM399082.1	AS1309_contig00014_len2783_rep13.4	0.9996406755300036	0.9759166067577283	0.9755659360402443
AM399082.1	AS1310_contig00047_len3896_rep13.4	0.7322895277207392	0.9797747055811572	0.7174787564227519
AM399082.1	AS1311_contig00044_len4645_rep13.4	0.6512378902045209	0.9755371900826446	0.6353067814854682
AM399082.1	AS1352_contig00055_len2382_rep13.7	0.8203190596137699	0.984646878198567	0.8077246011754827
AS0200_contig00035_len2967_rep13.7	AM399081.1	0.2736356648731745	0.952247191011236	0.2605687932359723
AS0200_contig00035_len2967_rep13.7	AM399082.1	1.0	0.9963119072708114	0.9963119072708114
AS0200_contig00035_len2967_rep13.7	AS0200_contig00035_len2967_rep13.7	1.0	1.0	1.0
AS0200_contig00035_len2967_rep13.7	AS0290_contig00021_len3658_rep13.4	0.6194641880809185	0.9327472527472528	0.5778035196077842
AS0200_contig00035_len2967_rep13.7	AS0295_contig00054_len2327_rep13.4	1.0	0.970023419203747	0.970023419203747
AS0200_contig00035_len2967_rep13.7	AS0299_contig00058_len2848_rep13.7	1.0	1.0	1.0
AS0200_contig00035_len2967_rep13.7	AS0303_contig00024_len3187_rep13.7	0.6721054283024788	0.9943977591036415	0.6683401317853781
AS0200_contig00035_len2967_rep13.7	AS0305_contig00043_len5110_rep13.4	0.6033268101761252	0.9773609314359638	0.5896680531540267
AS0200_contig00035_len2967_rep13.7	AS0311_contig00021_len2683_rep21.19	0.2653745806932538	0.9508426966292135	0.2523294819232203
AS0200_contig00035_len2967_rep13.7	AS0366_contig00024_len2848_rep13.7	1.0	1.0	1.0
AS0200_contig00035_len2967_rep13.7	AS0549_contig00069_len2848_rep13.7	1.0	1.0	1.0
AS0200_contig00035_len2967_rep13.7	AS0554_contig00076_len2848_rep13.7	1.0	1.0	1.0
AS0200_contig00035_len2967_rep13.7	AS0569_contig00012_len2471_rep13.4	0.7442331040064751	0.9363784665579119	0.6968838526912181
AS0200_contig00035_len2967_rep13.7	AS0602_contig00019_len3658_rep13.4	0.6194641880809185	0.9327472527472528	0.5778035196077842
AS0200_contig00035_len2967_rep13.7	AS0750_contig00016_len2848_rep13.7	1.0	1.0	1.0
AS0200_contig00035_len2967_rep13.7	AS0913_contig00052_len2748_rep13.7	0.7794759825327511	0.9934640522875817	0.7743813682678311
AS0200_contig00035_len2967_rep13.7	AS1261_contig00011_len2730_rep21.19	0.2608058608058608	0.9508426966292135	0.24798534798534802
AS0200_contig00035_len2967_rep13.7	AS1274_contig00053_len2126_rep13.4	1.0	0.970023419203747	0.970023419203747
AS0200_contig00035_len2967_rep13.7	AS1297_contig00018_len2848_rep13.7	1.0	1.0	1.0
AS0200_contig00035_len2967_rep13.7	AS1300_contig00031_len2848_rep13.7	1.0	1.0	1.0
AS0200_contig00035_len2967_rep13.7	AS1309_contig00014_len2783_rep13.4	1.0	0.9770773638968482	0.9770773638968482
AS0200_contig00035_len2967_rep13.7	AS1310_contig00047_len3896_rep13.4	0.7610369609856262	0.9771351714862139	0.743635981380037
AS0200_contig00035_len2967_rep13.7	AS1311_contig00044_len4645_rep13.4	0.6512378902045209	0.978246539222149	0.6370712123029064
AS0200_contig00035_len2967_rep13.7	AS1352_contig00055_len2382_rep13.7	0.7762384550797649	0.9940508382909681	0.7716204869857263
AS0290_contig00021_len3658_rep13.4	AM399081.1	0.36856264411990775	0.8899167437557817	0.3279900681252093
AS0290_contig00021_len3658_rep13.4	AM399082.1	0.5950303991541105	0.9315859617947578	0.5543219666931006
AS0290_contig00021_len3658_rep13.4	AS0200_contig00035_len2967_rep13.7	0.7620492079541624	0.9323308270676691	0.7104819683181665
AS0290_contig00021_len3658_rep13.4	AS0290_contig00021_len3658_rep13.4	1.0	1.0	1.0
AS0290_contig00021_len3658_rep13.4	AS0295_contig00054_len2327_rep13.4	0.9985888993414863	0.9557230334432407	0.9543744120413923
AS0290_contig00021_len3658_rep13.4	AS0299_contig00058_len2848_rep13.7	0.7679073033707865	0.9355281207133059	0.7183988764044944
AS0290_contig00021_len3658_rep13.4	AS0303_contig00024_len3187_rep13.7	0.5751490429871352	0.9241680305510093	0.5315343583307185
AS0290_contig00021_len3658_rep13.4	AS0305_contig00043_len5110_rep13.4	0.4682974559686888	0.9511073965733389	0.44540117416829744
AS0290_contig00021_len3658_rep13.4	AS0311_contig00021_len2683_rep21.19	0.35743570629891913	0.8880666049953746	0.31742671419700497
AS0290_contig00021_len3658_rep13.4	AS0366_contig00024_len2848_rep13.7	0.8297050561797753	0.9339822259839188	0.7749297752808989
AS0290_contig00021_len3658_rep13.4	AS0549_contig00069_len2848_rep13.7	0.8297050561797753	0.9344054168429962	0.7752808988764045
AS0290_contig00021_len3658_rep13.4	AS0554_contig00076_len2848_rep13.7	0.8297050561797753	0.9344054168429962	0.7752808988764045
AS0290_contig00021_len3658_rep13.4	AS0569_contig00012_len2471_rep13.4	0.7903682719546742	0.92590799031477	0.73180829829411
AS0290_contig00021_len3658_rep13.4	AS0602_contig00019_len3658_rep13.4	1.0	1.0	1.0
AS0290_contig00021_len3658_rep13.4	AS0750_contig00016_len2848_rep13.7	0.7622893258426966	0.9364348226623675	0.7138342696629213
AS0290_contig00021_len3658_rep13.4	AS0913_contig00052_len2748_rep13.7	0.6670305676855895	0.9236224768139661	0.6160844250363902
AS0290_contig00021_len3658_rep13.4	AS1261_contig00011_len2730_rep21.19	0.35128205128205126	0.8880666049953746	0.31196185867786236
AS0290_contig00021_len3658_rep13.4	AS1274_contig00053_len2126_rep13.4	0.9985888993414863	0.9557230334432407	0.9543744120413923
AS0290_contig00021_len3658_rep13.4	AS1297_contig00018_len2848_rep13.7	0.7622893258426966	0.9364348226623675	0.7138342696629213
AS0290_contig00021_len3658_rep13.4	AS1300_contig00031_len2848_rep13.7	0.8293539325842697	0.9331075359864521	0.773876404494382
AS0290_contig00021_len3658_rep13.4	AS1309_contig00014_len2783_rep13.4	0.8257276320517427	0.9525674499564839	0.7865612648221344
AS0290_contig00021_len3658_rep13.4	AS1310_contig00047_len3896_rep13.4	0.5582648870636551	0.9563218390804598	0.5338809034907598
AS0290_contig00021_len3658_rep13.4	AS1311_contig00044_len4645_rep13.4	0.5220667384284177	0.9521649484536082	0.49709364908503767
AS0290_contig00021_len3658_rep13.4	AS1352_contig00055_len2382_rep13.7	0.7695214105793451	0.9236224768139661	0.7107472712006717
AS0295_contig00054_len2327_rep13.4	AM399081.1	0.2544196771714066	0.9501510574018127	0.24173712528823985
AS0295_contig00054_len2327_rep13.4	AM399082.1	0.5617234998678298	0.9694117647058823	0.5445413692836373
AS0295_contig00054_len2327_rep13.4	AS0200_contig00035_len2967_rep13.7	0.719582069430401	0.970023419203747	0.6980114593865857
AS0295_contig00054_len2327_rep13.4	AS0290_contig00021_len3658_rep13.4	0.5847457627118644	0.9560542309490416	0.5590486604702023
AS0295_contig00054_len2327_rep13.4	AS0295_contig00054_len2327_rep13.4	1.0	1.0	1.0
AS0295_contig00054_len2327_rep13.4	AS0299_contig00058_len2848_rep13.7	0.7464887640449438	0.9698965192850423	0.7240168539325842
AS0295_contig00054_len2327_rep13.4	AS0303_contig00024_len3187_rep13.7	0.5588327580796988	0.9511510387422796	0.5315343583307185
AS0295_contig00054_len2327_rep13.4	AS0305_contig00043_len5110_rep13.4	0.4160469667318982	1.0	0.4160469667318982
AS0295_contig00054_len2327_rep13.4	AS0311_contig00021_len2683_rep21.19	0.2467387253074916	0.9501510574018127	0.23443906075288856
AS0295_contig00054_len2327_rep13.4	AS0366_contig00024_len2848_rep13.7	0.7854634831460674	0.9713902548055431	0.7629915730337078
AS0295_contig00054_len2327_rep13.4	AS0549_contig00069_len2848_rep13.7	0.7464887640449438	0.9698965192850423	0.7240168539325842
AS0295_contig00054_len2327_rep13.4	AS0554_contig00076_len2848_rep13.7	0.7464887640449438	0.9698965192850423	0.7240168539325842
AS0295_contig00054_len2327_rep13.4	AS0569_contig00012_len2471_rep13.4	0.7656819101578308	0.9534883720930233	0.7300687980574666
AS0295_contig00054_len2327_rep13.4	AS0602_contig00019_len3658_rep13.4	0.5847457627118644	0.9560542309490416	0.5590486604702023
AS0295_contig00054_len2327_rep13.4	AS0750_contig00016_len2848_rep13.7	0.7854634831460674	0.9713902548055431	0.7629915730337078
AS0295_contig00054_len2327_rep13.4	AS0913_contig00052_len2748_rep13.7	0.6481077147016011	0.9505895564289725	0.61608442503639
AS0295_contig00054_len2327_rep13.4	AS1261_contig00011_len2730_rep21.19	0.2424908424908425	0.9501510574018127	0.23040293040293042
AS0295_contig00054_len2327_rep13.4	AS1274_contig00053_len2126_rep13.4	1.0	1.0	1.0
AS0295_contig00054_len2327_rep13.4	AS1297_contig00018_len2848_rep13.7	0.7854634831460674	0.9713902548055431	0.7629915730337078
AS0295_contig00054_len2327_rep13.4	AS1300_contig00031_len2848_rep13.7	0.7854634831460674	0.9713902548055431	0.7629915730337078
AS0295_contig00054_len2327_rep13.4	AS1309_contig00014_len2783_rep13.4	0.758893280632411	1.0	0.758893280632411
AS0295_contig00054_len2327_rep13.4	AS1310_contig00047_len3896_rep13.4	0.545687885010267	1.0	0.545687885010267
AS0295_contig00054_len2327_rep13.4	AS1311_contig00044_len4645_rep13.4	0.45769644779332613	1.0	0.45769644779332613
AS0295_contig00054_len2327_rep13.4	AS1352_contig00055_len2382_rep13.7	0.7476910159529807	0.9505895564289725	0.7107472712006717
AS0299_contig00058_len2848_rep13.7	AM399081.1	0.2736356648731745	0.952247191011236	0.2605687932359723
AS0299_contig00058_len2848_rep13.7	AM399082.1	1.0	0.9964084145715751	0.9964084145715751
AS0299_contig00058_len2848_rep13.7	AS0200_contig00035_len2967_rep13.7	0.9255139871924503	1.0	0.9255139871924503
AS0299_contig00058_len2848_rep13.7	AS0290_contig00021_len3658_rep13.4	0.6019682886823401	0.9359673024523161	0.5634226353198469
AS0299_contig00058_len2848_rep13.7	AS0295_contig00054_len2327_rep13.4	1.0	0.9698965192850423	0.9698965192850423
AS0299_contig00058_len2848_rep13.7	AS0299_contig00058_len2848_rep13.7	1.0	1.0	1.0
AS0299_contig00058_len2848_rep13.7	AS0303_contig00024_len3187_rep13.7	0.7050517728271102	0.9888740542946151	0.6972074050831504
AS0299_contig00058_len2848_rep13.7	AS0305_contig00043_len5110_rep13.4	0.5573385518590998	0.9768258426966292	0.5444227005870841
AS0299_contig00058_len2848_rep13.7	AS0311_contig00021_len2683_rep21.19	0.2653745806932538	0.9508426966292135	0.2523294819232203
AS0299_contig00058_len2848_rep13.7	AS0366_contig00024_len2848_rep13.7	1.0	1.0	1.0
AS0299_contig00058_len2848_rep13.7	AS0549_contig00069_len2848_rep13.7	1.0	1.0	1.0
AS0299_contig00058_len2848_rep13.7	AS0554_contig00076_len2848_rep13.7	1.0	1.0	1.0
AS0299_contig00058_len2848_rep13.7	AS0569_contig00012_len2471_rep13.4	0.7867260218535006	0.9331275720164609	0.7341157426143262
AS0299_contig00058_len2848_rep13.7	AS0602_contig00019_len3658_rep13.4	0.6019682886823401	0.9359673024523161	0.5634226353198469
AS0299_contig00058_len2848_rep13.7	AS0750_contig00016_len2848_rep13.7	1.0	1.0	1.0
AS0299_contig00058_len2848_rep13.7	AS0913_contig00052_len2748_rep13.7	0.8176855895196506	0.9879839786381842	0.8078602620087336
AS0299_contig00058_len2848_rep13.7	AS1261_contig00011_len2730_rep21.19	0.2608058608058608	0.9508426966292135	0.24798534798534802
AS0299_contig00058_len2848_rep13.7	AS1274_contig00053_len2126_rep13.4	1.0	0.9698965192850423	0.9698965192850423
AS0299_contig00058_len2848_rep13.7	AS1297_contig00018_len2848_rep13.7	1.0	1.0	1.0
AS0299_contig00058_len2848_rep13.7	AS1300_contig00031_len2848_rep13.7	1.0	1.0	1.0
AS0299_contig00058_len2848_rep13.7	AS1309_contig00014_len2783_rep13.4	1.0	0.9778852798894264	0.9778852798894264
AS0299_contig00058_len2848_rep13.7	AS1310_contig00047_len3896_rep13.4	0.7322895277207392	0.9780701754385965	0.7162305468496704
AS0299_contig00058_len2848_rep13.7	AS1311_contig00044_len4645_rep13.4	0.6512378902045209	0.9789540816326531	0.6375319907295534
AS0299_contig00058_len2848_rep13.7	AS1352_contig00055_len2382_rep13.7	0.8203190596137699	0.9872057318321392	0.809823677581864
AS0303_contig00024_len3187_rep13.7	AM399081.1	0.2736356648731745	0.952247191011236	0.2605687932359723
AS0303_contig00024_len3187_rep13.7	AM399082.1	0.8704731694422416	0.9881710646041856	0.8601763985571196
AS0303_contig00024_len3187_rep13.7	AS0200_contig00035_len2967_rep13.7	0.7219413549039434	0.9943977591036415	0.7178968655207281
AS0303_contig00024_len3187_rep13.7	AS0290_contig00021_len3658_rep13.4	0.5043739748496446	0.9246612466124661	0.466375068343357
AS0303_contig00024_len3187_rep13.7	AS0295_contig00054_len2327_rep13.4	0.8377234242709313	0.9511510387422796	0.7968015051740357
AS0303_contig00024_len3187_rep13.7	AS0299_contig00058_len2848_rep13.7	0.7889747191011236	0.9888740542946151	0.7801966292134832
AS0303_contig00024_len3187_rep13.7	AS0303_contig00024_len3187_rep13.7	1.0	1.0	1.0
AS0303_contig00024_len3187_rep13.7	AS0305_contig00043_len5110_rep13.4	0.49823874755381603	0.9626865671641791	0.4796477495107632
AS0303_contig00024_len3187_rep13.7	AS0311_contig00021_len2683_rep21.19	0.2653745806932538	0.9508426966292135	0.2523294819232203
AS0303_contig00024_len3187_rep13.7	AS0366_contig00024_len2848_rep13.7	0.8279494382022472	0.9893977947413062	0.8191713483146067
AS0303_contig00024_len3187_rep13.7	AS0549_contig00069_len2848_rep13.7	0.8279494382022472	0.9893977947413062	0.8191713483146067
AS0303_contig00024_len3187_rep13.7	AS0554_contig00076_len2848_rep13.7	0.8279494382022472	0.9893977947413062	0.8191713483146067
AS0303_contig00024_len3187_rep13.7	AS0569_contig00012_len2471_rep13.4	0.8324564953460137	0.9421487603305785	0.7842978551193848
AS0303_contig00024_len3187_rep13.7	AS0602_contig00019_len3658_rep13.4	0.5347184253690541	0.9284253578732107	0.49644614543466375
AS0303_contig00024_len3187_rep13.7	AS0750_contig00016_len2848_rep13.7	0.7889747191011236	0.9888740542946151	0.7801966292134832
AS0303_contig00024_len3187_rep13.7	AS0913_contig00052_len2748_rep13.7	1.0	0.9993004547044421	0.9993004547044421
